	Transaction No.	Security ID - Current	Security Name - Current	Model Portfolio Code	Created Date	Trade Date	Payment Date	Created by User	Business Transaction Code	Elementary Transaction Code	Elementary Transaction Code Name	Settlement Currency Code - Transaction	Net Proceeds PC	Net Proceeds QC	Net Proceeds SC	Settlement Date	Finance Account Name	Nominal	Current Value PC	Current Value QC	SCD_Trx_No	SCDID_CUSIP	Ticket Status ID	Ticket Status	Ticket Type	Ticket Type Name	Trade Date_r	Due_Settlement_Date	Model Portfolio	Investment	Investment Amount	Investment Currency	Send to SCD	Funding Amount	Funding Currency	Creator	CreateDate	SourceSystem	LastUpdatedDateTime	Ticketing_Ticket	diff
75415	20171102001043.0	PDI100028	Project Holster 8 (Netback)	MPDI100028	20171103.0	20171031.0	20171103.0	Server job user	GenCost	General Cost	General Cost	USD	6767.78	5250.0	5250.0	20171103.0	DUE TO BROKER FGN DIR PRIV DEBT	0.0	0.0	0.0	75415	PDI100028	4	Closed	1	Capital Call	2017-10-31 00:00:00.000	2017-11-03 00:00:00.000	MPDI100028	Project Holster 8 (Netback)	5250.00000	USD	Yes	5250.00000	USD	 	2017-11-02 14:45:31.350		2017-11-03 08:46:47.797	75415	0.0
75415	20171102001043.0	PDI100028	Project Holster 8 (Netback)	MPDI100028	20171103.0	20171031.0	20171103.0	Server job user	GenCost	General Cost	General Cost	USD	6767.78	5250.0	5250.0	20171103.0	REVOLVER COMMIT DISCOUNT COST FGN DIR PRIV DEBT	0.0	0.0	0.0	75415	PDI100028	4	Closed	1	Capital Call	2017-10-31 00:00:00.000	2017-11-03 00:00:00.000	MPDI100028	Project Holster 8 (Netback)	5250.00000	USD	Yes	5250.00000	USD	 	2017-11-02 14:45:31.350		2017-11-03 08:46:47.797	75415	0.0
75420	20171102001306.0	IN1000003	Corporate Expenses - Infrastructure	M219999992	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	BRL	7009.9	7009.9	17789.03	20171031.0	TRNS TAX & OTH FGN INFRASTRUCTURE	0.0	0.0	0.0	75420	IN1000003	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999992	Corporate Expenses - Infrastructure	7009.90000	CAD	Yes	17789.03000	BRL	Gavadza, Olena	2017-11-02 15:15:05.583	Investran	2017-11-03 15:05:54.973	75420	0.0
75420	20171102001306.0	IN1000003	Corporate Expenses - Infrastructure	M219999992	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	BRL	7009.9	7009.9	17789.03	20171031.0	DUE TO SUB-INV EXP-AMEX INFRASTRUCTURE	0.0	0.0	0.0	75420	IN1000003	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999992	Corporate Expenses - Infrastructure	7009.90000	CAD	Yes	17789.03000	BRL	Gavadza, Olena	2017-11-02 15:15:05.583	Investran	2017-11-03 15:05:54.973	75420	0.0
75420	20171102001306.0	IN1000003	Corporate Expenses - Infrastructure	M219999992	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	BRL	7009.9	7009.9	17789.03	20171031.0	DUE TO SUB-INV EXP-AMEX INFRASTRUCTURE	0.0	0.0	0.0	75420	IN1000003	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999992	Corporate Expenses - Infrastructure	7009.90000	CAD	Yes	17789.03000	BRL	Gavadza, Olena	2017-11-02 15:15:05.583	Investran	2017-11-03 15:05:54.973	75420	0.0
75420	20171102001306.0	IN1000003	Corporate Expenses - Infrastructure	M219999992	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	BRL	7009.9	7009.9	17789.03	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75420	IN1000003	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999992	Corporate Expenses - Infrastructure	7009.90000	CAD	Yes	17789.03000	BRL	Gavadza, Olena	2017-11-02 15:15:05.583	Investran	2017-11-03 15:05:54.973	75420	0.0
75420	20171102001306.0	IN1000003	Corporate Expenses - Infrastructure	M219999992	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	BRL	7009.9	7009.9	17789.03	20171031.0	OTH INV EXP FGN INFRASTRUCTURE	0.0	0.0	0.0	75420	IN1000003	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999992	Corporate Expenses - Infrastructure	7009.90000	CAD	Yes	17789.03000	BRL	Gavadza, Olena	2017-11-02 15:15:05.583	Investran	2017-11-03 15:05:54.973	75420	0.0
75420	20171102001306.0	IN1000003	Corporate Expenses - Infrastructure	M219999992	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	BRL	7009.9	7009.9	17789.03	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75420	IN1000003	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999992	Corporate Expenses - Infrastructure	7009.90000	CAD	Yes	17789.03000	BRL	Gavadza, Olena	2017-11-02 15:15:05.583	Investran	2017-11-03 15:05:54.973	75420	0.0
75421	20171102001325.0	FS1000489	CITIC Capital China Partners III, L.P.	MFS1000489	20171106.0	20171115.0	20171115.0	Batch job user	GenCost	General Cost	General Cost	USD	384360.03	300082.0	300082.0	20171115.0		0.0	0.0	0.0	75421	FS1000489	3	Approved pending payment {0}	1	Capital Call	2017-11-15 00:00:00.000	2017-11-15 00:00:00.000	MFS1000489	CITIC Capital China Partners III, L.P.	300082.00000	USD	Yes	300082.00000	USD	2017/11/15	2017-11-02 15:37:02.353	Investran	2017-11-05 20:16:08.963	75421	0.0
75423	20171102001327.0	PR1000153	Ascot Underwriting	MPR1000153	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	36235.35	28109.03	36235.35	20171031.0	DUE TO SUB-INV EXP-AMEX PRIV EQUITY	0.0	0.0	0.0	75423	PR1000153	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000153	Ascot Underwriting	28109.03000	USD	Yes	36235.35000	CAD	Gavadza, Olena	2017-11-02 15:51:28.193	Investran	2017-11-03 15:12:11.130	75423	0.0
75423	20171102001327.0	PR1000153	Ascot Underwriting	MPR1000153	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	36235.35	28109.03	36235.35	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75423	PR1000153	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000153	Ascot Underwriting	28109.03000	USD	Yes	36235.35000	CAD	Gavadza, Olena	2017-11-02 15:51:28.193	Investran	2017-11-03 15:12:11.130	75423	0.0
75423	20171102001327.0	PR1000153	Ascot Underwriting	MPR1000153	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	36235.35	28109.03	36235.35	20171031.0	OTH INV EXP FGN PRIV EQUITY	0.0	0.0	0.0	75423	PR1000153	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000153	Ascot Underwriting	28109.03000	USD	Yes	36235.35000	CAD	Gavadza, Olena	2017-11-02 15:51:28.193	Investran	2017-11-03 15:12:11.130	75423	0.0
75423	20171102001327.0	PR1000153	Ascot Underwriting	MPR1000153	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	36235.35	28109.03	36235.35	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75423	PR1000153	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000153	Ascot Underwriting	28109.03000	USD	Yes	36235.35000	CAD	Gavadza, Olena	2017-11-02 15:51:28.193	Investran	2017-11-03 15:12:11.130	75423	0.0
75424	20171102001328.0	PR1000121	Informatica Corporation	MPR1000121	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	10112.56	7844.67	10112.56	20171031.0	DUE TO SUB-INV EXP-AMEX PRIV EQUITY	0.0	0.0	0.0	75424	PR1000121	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000121	Informatica Corporation	7844.67000	USD	Yes	10112.56000	CAD	Gavadza, Olena	2017-11-02 15:51:28.747	Investran	2017-11-03 15:12:37.357	75424	0.0
75424	20171102001328.0	PR1000121	Informatica Corporation	MPR1000121	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	10112.56	7844.67	10112.56	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75424	PR1000121	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000121	Informatica Corporation	7844.67000	USD	Yes	10112.56000	CAD	Gavadza, Olena	2017-11-02 15:51:28.747	Investran	2017-11-03 15:12:37.357	75424	0.0
75424	20171102001328.0	PR1000121	Informatica Corporation	MPR1000121	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	10112.56	7844.67	10112.56	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75424	PR1000121	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000121	Informatica Corporation	7844.67000	USD	Yes	10112.56000	CAD	Gavadza, Olena	2017-11-02 15:51:28.747	Investran	2017-11-03 15:12:37.357	75424	0.0
75424	20171102001328.0	PR1000121	Informatica Corporation	MPR1000121	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	10112.56	7844.67	10112.56	20171031.0	OTH INV EXP FGN PRIV EQUITY	0.0	0.0	0.0	75424	PR1000121	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000121	Informatica Corporation	7844.67000	USD	Yes	10112.56000	CAD	Gavadza, Olena	2017-11-02 15:51:28.747	Investran	2017-11-03 15:12:37.357	75424	0.0
75425	20171102001329.0	PR1000154	Glencore Agriculture Limited	MPR1000154	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	15486.35	12013.3	15486.35	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75425	PR1000154	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000154	Glencore Agriculture Limited	12013.30000	USD	Yes	15486.35000	CAD	Gavadza, Olena	2017-11-02 15:51:29.177	Investran	2017-11-03 15:12:54.790	75425	0.0
75425	20171102001329.0	PR1000154	Glencore Agriculture Limited	MPR1000154	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	15486.35	12013.3	15486.35	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75425	PR1000154	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000154	Glencore Agriculture Limited	12013.30000	USD	Yes	15486.35000	CAD	Gavadza, Olena	2017-11-02 15:51:29.177	Investran	2017-11-03 15:12:54.790	75425	0.0
75425	20171102001329.0	PR1000154	Glencore Agriculture Limited	MPR1000154	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	15486.35	12013.3	15486.35	20171031.0	OTH INV EXP CDN AGRICULTURE DIRECTS	0.0	0.0	0.0	75425	PR1000154	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000154	Glencore Agriculture Limited	12013.30000	USD	Yes	15486.35000	CAD	Gavadza, Olena	2017-11-02 15:51:29.177	Investran	2017-11-03 15:12:54.790	75425	0.0
75425	20171102001329.0	PR1000154	Glencore Agriculture Limited	MPR1000154	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	15486.35	12013.3	15486.35	20171031.0	DUE TO SUB-INV EXP-AMEX AGRICULTURE DIRECTS	0.0	0.0	0.0	75425	PR1000154	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000154	Glencore Agriculture Limited	12013.30000	USD	Yes	15486.35000	CAD	Gavadza, Olena	2017-11-02 15:51:29.177	Investran	2017-11-03 15:12:54.790	75425	0.0
75426	20171102001330.0	PR1000096	Agricultural Company of America (PHI Transition)	MPR1000096	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	427.98	332.0	427.98	20171031.0	DUE TO SUB-INV EXP-AMEX AGRICULTURE FUNDS	0.0	0.0	0.0	75426	PR1000096	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000096	Agricultural Company of America (PHI Transition)	332.00000	USD	Yes	427.98000	CAD	Gavadza, Olena	2017-11-02 15:51:29.520	Investran	2017-11-03 15:13:13.330	75426	0.0
75426	20171102001330.0	PR1000096	Agricultural Company of America (PHI Transition)	MPR1000096	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	427.98	332.0	427.98	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75426	PR1000096	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000096	Agricultural Company of America (PHI Transition)	332.00000	USD	Yes	427.98000	CAD	Gavadza, Olena	2017-11-02 15:51:29.520	Investran	2017-11-03 15:13:13.330	75426	0.0
75426	20171102001330.0	PR1000096	Agricultural Company of America (PHI Transition)	MPR1000096	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	427.98	332.0	427.98	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75426	PR1000096	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000096	Agricultural Company of America (PHI Transition)	332.00000	USD	Yes	427.98000	CAD	Gavadza, Olena	2017-11-02 15:51:29.520	Investran	2017-11-03 15:13:13.330	75426	0.0
75426	20171102001330.0	PR1000096	Agricultural Company of America (PHI Transition)	MPR1000096	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	427.98	332.0	427.98	20171031.0	OTH INV EXP FGN AGRICULTURE FUNDS	0.0	0.0	0.0	75426	PR1000096	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000096	Agricultural Company of America (PHI Transition)	332.00000	USD	Yes	427.98000	CAD	Gavadza, Olena	2017-11-02 15:51:29.520	Investran	2017-11-03 15:13:13.330	75426	0.0
75427	20171102001331.0	PR1000113	Corporate Expenses - Principal Investing (CPPIB)	MPR1000113	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	27430.28	27430.28	27430.28	20171031.0	OTH INV EXP FGN PRIV EQUITY	0.0	0.0	0.0	75427	PR1000113	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000113	Corporate Expenses - Principal Investing (CPPIB)	27430.28000	CAD	Yes	27430.28000	CAD	Gavadza, Olena	2017-11-02 15:51:30.050	Investran	2017-11-03 15:13:33.783	75427	0.0
75427	20171102001331.0	PR1000113	Corporate Expenses - Principal Investing (CPPIB)	MPR1000113	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	27430.28	27430.28	27430.28	20171031.0	DUE TO SUB-INV EXP-AMEX PRIV EQUITY	0.0	0.0	0.0	75427	PR1000113	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000113	Corporate Expenses - Principal Investing (CPPIB)	27430.28000	CAD	Yes	27430.28000	CAD	Gavadza, Olena	2017-11-02 15:51:30.050	Investran	2017-11-03 15:13:33.783	75427	0.0
75427	20171102001331.0	PR1000113	Corporate Expenses - Principal Investing (CPPIB)	MPR1000113	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	27430.28	27430.28	27430.28	20171031.0	DUE TO SUB-INV EXP-AMEX PRIV EQUITY	0.0	0.0	0.0	75427	PR1000113	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000113	Corporate Expenses - Principal Investing (CPPIB)	27430.28000	CAD	Yes	27430.28000	CAD	Gavadza, Olena	2017-11-02 15:51:30.050	Investran	2017-11-03 15:13:33.783	75427	0.0
75427	20171102001331.0	PR1000113	Corporate Expenses - Principal Investing (CPPIB)	MPR1000113	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	27430.28	27430.28	27430.28	20171031.0	DUE TO SUB-INV EXP-AMEX PRIV EQUITY	0.0	0.0	0.0	75427	PR1000113	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000113	Corporate Expenses - Principal Investing (CPPIB)	27430.28000	CAD	Yes	27430.28000	CAD	Gavadza, Olena	2017-11-02 15:51:30.050	Investran	2017-11-03 15:13:33.783	75427	0.0
75427	20171102001331.0	PR1000113	Corporate Expenses - Principal Investing (CPPIB)	MPR1000113	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	27430.28	27430.28	27430.28	20171031.0	TRNS TAX & OTH FGN PRIV EQUITY	0.0	0.0	0.0	75427	PR1000113	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000113	Corporate Expenses - Principal Investing (CPPIB)	27430.28000	CAD	Yes	27430.28000	CAD	Gavadza, Olena	2017-11-02 15:51:30.050	Investran	2017-11-03 15:13:33.783	75427	0.0
75427	20171102001331.0	PR1000113	Corporate Expenses - Principal Investing (CPPIB)	MPR1000113	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	27430.28	27430.28	27430.28	20171031.0	TRNS TAX & OTH FGN PRIV EQUITY	0.0	0.0	0.0	75427	PR1000113	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000113	Corporate Expenses - Principal Investing (CPPIB)	27430.28000	CAD	Yes	27430.28000	CAD	Gavadza, Olena	2017-11-02 15:51:30.050	Investran	2017-11-03 15:13:33.783	75427	0.0
75428	20171102001333.0	FS1000406	Carlyle Europe Partners IV, L.P.	MFS1000406	20171103.0	20171103.0	20171103.0	Batch job user	GenCost	General Cost	General Cost	EUR	-2128325.95	-1434500.0	-1434500.0	20171103.0		0.0	0.0	0.0	75428	FS1000406	8	Pending review by {0}	2	Cash Distribution	2017-11-03 00:00:00.000	2017-11-03 00:00:00.000	MFS1000406	Carlyle Europe Partners IV, L.P.	1434500.00000	EUR	Yes	1434500.00000	EUR	Tania Mall	2017-11-02 15:53:33.157	Investran	2017-11-02 16:02:46.657	75428	-2869000.0
75429	20171102001513.0	PR1000162	Takko Holding - Advent Vision S.a.r.l. (Debt)	M997WRN907	20171103.0	20171030.0	20171030.0	Server job user	GenCost	General Cost	General Cost	EUR	-28255.37	-18933.71	-18933.71	20171030.0	DUE FROM BROKER FGN DIR PRIV DEBT	0.0	0.0	0.0	75429	PR1000162	1	Pending approval by {0}	2	Cash Distribution	2017-10-30 00:00:00.000	2017-10-30 00:00:00.000	M997WRN907	Takko Holding (Advent Vision S.a.r.l.)	18933.71000	EUR	Yes	18933.71000	EUR	Selwood, Ryan	2017-11-02 16:27:55.990	Investran	2017-11-03 14:46:39.380	75429	-37867.42
75429	20171102001513.0	PR1000162	Takko Holding - Advent Vision S.a.r.l. (Debt)	M997WRN907	20171103.0	20171030.0	20171030.0	Server job user	GenCost	General Cost	General Cost	EUR	-28255.37	-18933.71	-18933.71	20171030.0	REALIZED SECURITY GL FGN DIR PRIV DEBT	0.0	0.0	0.0	75429	PR1000162	1	Pending approval by {0}	2	Cash Distribution	2017-10-30 00:00:00.000	2017-10-30 00:00:00.000	M997WRN907	Takko Holding (Advent Vision S.a.r.l.)	18933.71000	EUR	Yes	18933.71000	EUR	Selwood, Ryan	2017-11-02 16:27:55.990	Investran	2017-11-03 14:46:39.380	75429	-37867.42
75430	20171102001515.0	PR1000162	Takko Holding - Advent Vision S.a.r.l. (Debt)	M997WRN907	20171103.0	20171030.0	20171030.0	Server job user	GenCost	General Cost	General Cost	EUR	-8302094.3	-5563170.35	-5563170.35	20171030.0	REALIZED SECURITY GL FGN DIR PRIV DEBT	0.0	0.0	0.0	75430	PR1000162	1	Pending approval by {0}	2	Cash Distribution	2017-10-30 00:00:00.000	2017-10-30 00:00:00.000	M997WRN907	Takko Holding (Advent Vision S.a.r.l.)	5563170.35000	EUR	Yes	5563170.35000	EUR	Selwood, Ryan	2017-11-02 16:27:56.933	Investran	2017-11-03 14:46:51.163	75430	-11126340.7
75430	20171102001515.0	PR1000162	Takko Holding - Advent Vision S.a.r.l. (Debt)	M997WRN907	20171103.0	20171030.0	20171030.0	Server job user	GenCost	General Cost	General Cost	EUR	-8302094.3	-5563170.35	-5563170.35	20171030.0	INTEREST RECEIVABLE DIR PRIV DEBT	0.0	0.0	0.0	75430	PR1000162	1	Pending approval by {0}	2	Cash Distribution	2017-10-30 00:00:00.000	2017-10-30 00:00:00.000	M997WRN907	Takko Holding (Advent Vision S.a.r.l.)	5563170.35000	EUR	Yes	5563170.35000	EUR	Selwood, Ryan	2017-11-02 16:27:56.933	Investran	2017-11-03 14:46:51.163	75430	-11126340.7
75430	20171102001515.0	PR1000162	Takko Holding - Advent Vision S.a.r.l. (Debt)	M997WRN907	20171103.0	20171030.0	20171030.0	Server job user	GenCost	General Cost	General Cost	EUR	-8302094.3	-5563170.35	-5563170.35	20171030.0	DUE FROM BROKER FGN DIR PRIV DEBT	0.0	0.0	0.0	75430	PR1000162	1	Pending approval by {0}	2	Cash Distribution	2017-10-30 00:00:00.000	2017-10-30 00:00:00.000	M997WRN907	Takko Holding (Advent Vision S.a.r.l.)	5563170.35000	EUR	Yes	5563170.35000	EUR	Selwood, Ryan	2017-11-02 16:27:56.933	Investran	2017-11-03 14:46:51.163	75430	-11126340.7
75430	20171102001515.0	PR1000162	Takko Holding - Advent Vision S.a.r.l. (Debt)	M997WRN907	20171103.0	20171030.0	20171030.0	Server job user	GenCost	General Cost	General Cost	EUR	-8302094.3	-5563170.35	-5563170.35	20171030.0	INTEREST INC FGN DIR PRIV DEBT	0.0	0.0	0.0	75430	PR1000162	1	Pending approval by {0}	2	Cash Distribution	2017-10-30 00:00:00.000	2017-10-30 00:00:00.000	M997WRN907	Takko Holding (Advent Vision S.a.r.l.)	5563170.35000	EUR	Yes	5563170.35000	EUR	Selwood, Ryan	2017-11-02 16:27:56.933	Investran	2017-11-03 14:46:51.163	75430	-11126340.7
75433	20171102001899.0	PDI100032	Alturas Inc.	MPDI200032	20171106.0	20171027.0	20171027.0	Batch job user	GenCost	General Cost	General Cost	USD	-28225815.0	-21900000.0	-21900000.0	20171027.0	COST OF INVESTMENT EM DIR PRIV DEBT	0.0	0.0	0.0	75433	PDI100032	4	Closed	2	Cash Distribution	2017-10-27 00:00:00.000	2017-10-27 00:00:00.000	MPDI200032	Alturas Inc.	21900000.00000	USD	Yes	21900000.00000	USD	 	2017-11-02 17:01:18.073	WSO	2017-11-06 07:54:18.973	75433	-43800000.0
75433	20171102001899.0	PDI100032	Alturas Inc.	MPDI200032	20171106.0	20171027.0	20171027.0	Batch job user	GenCost	General Cost	General Cost	USD	-28225815.0	-21900000.0	-21900000.0	20171027.0	REALIZED CURR GL EM DIR PRIV DEBT	0.0	0.0	0.0	75433	PDI100032	4	Closed	2	Cash Distribution	2017-10-27 00:00:00.000	2017-10-27 00:00:00.000	MPDI200032	Alturas Inc.	21900000.00000	USD	Yes	21900000.00000	USD	 	2017-11-02 17:01:18.073	WSO	2017-11-06 07:54:18.973	75433	-43800000.0
75433	20171102001899.0	PDI100032	Alturas Inc.	MPDI200032	20171106.0	20171027.0	20171027.0	Batch job user	GenCost	General Cost	General Cost	USD	-28225815.0	-21900000.0	-21900000.0	20171027.0	DUE FROM BROKER EM DIR PRIV DEBT	0.0	0.0	0.0	75433	PDI100032	4	Closed	2	Cash Distribution	2017-10-27 00:00:00.000	2017-10-27 00:00:00.000	MPDI200032	Alturas Inc.	21900000.00000	USD	Yes	21900000.00000	USD	 	2017-11-02 17:01:18.073	WSO	2017-11-06 07:54:18.973	75433	-43800000.0
75433	20171102001899.0	PDI100032	Alturas Inc.	MPDI200032	20171106.0	20171027.0	20171027.0	Batch job user	GenCost	General Cost	General Cost	USD	-28225815.0	-21900000.0	-21900000.0	20171027.0	COST OF INVESTMENT EM DIR PRIV DEBT	0.0	0.0	0.0	75433	PDI100032	4	Closed	2	Cash Distribution	2017-10-27 00:00:00.000	2017-10-27 00:00:00.000	MPDI200032	Alturas Inc.	21900000.00000	USD	Yes	21900000.00000	USD	 	2017-11-02 17:01:18.073	WSO	2017-11-06 07:54:18.973	75433	-43800000.0
75434	20171102001998.0	PD1000363	Dell Software L+6.0 9/27/2022	MPD1000363	20171103.0	20171031.0	20171031.0	Server job user	Sell	Sell	Sell	USD	121366.6	94148.32	94148.32	20171031.0	MONITORING FEE INCOME FGN DIR PRIV DEBT	81394.75	104925.97	81394.75	75434	PD1000363	4	Closed	5	Sell	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPD1000363	Dell Software L+6.0 9/27/20	94148.32000	USD	Yes	94148.32000	USD	 	2017-11-02 17:31:20.200	WSO	2017-11-03 16:28:37.217	75434	0.0
75434	20171102001998.0	PD1000363	Dell Software L+6.0 9/27/2022	MPD1000363	20171103.0	20171031.0	20171031.0	Server job user	Sell	Sell	Sell	USD	121366.6	94148.32	94148.32	20171031.0	COST OF INVESTMENT FGN DIR PRIV DEBT	81394.75	104925.97	81394.75	75434	PD1000363	4	Closed	5	Sell	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPD1000363	Dell Software L+6.0 9/27/20	94148.32000	USD	Yes	94148.32000	USD	 	2017-11-02 17:31:20.200	WSO	2017-11-03 16:28:37.217	75434	0.0
75434	20171102001998.0	PD1000363	Dell Software L+6.0 9/27/2022	MPD1000363	20171103.0	20171031.0	20171031.0	Server job user	Sell	Sell	Sell	USD	121366.6	94148.32	94148.32	20171031.0	REALIZED CURR GL FGN DIR PRIV DEBT	81394.75	104925.97	81394.75	75434	PD1000363	4	Closed	5	Sell	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPD1000363	Dell Software L+6.0 9/27/20	94148.32000	USD	Yes	94148.32000	USD	 	2017-11-02 17:31:20.200	WSO	2017-11-03 16:28:37.217	75434	0.0
75434	20171102001998.0	PD1000363	Dell Software L+6.0 9/27/2022	MPD1000363	20171103.0	20171031.0	20171031.0	Server job user	Sell	Sell	Sell	USD	121366.6	94148.32	94148.32	20171031.0	REALIZED SECURITY GL FGN DIR PRIV DEBT	81394.75	104925.97	81394.75	75434	PD1000363	4	Closed	5	Sell	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPD1000363	Dell Software L+6.0 9/27/20	94148.32000	USD	Yes	94148.32000	USD	 	2017-11-02 17:31:20.200	WSO	2017-11-03 16:28:37.217	75434	0.0
